Group,Province State,Country Region,iso2,iso3,Subregion,Population-2020,Latitude,Longitude,Location Geom,Continent,Continent Code,Region,Country,Daily Values,Date,Values,Values per Mil
Deaths,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,2,3/18/2020,0,0
Recovered Cases,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,22,3/18/2020,0,0
Tests,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,2711,3/18/2020,0,0
Confirmed Cases,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,94,3/17/2020,3,0
Deaths,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,2,3/17/2020,0,0
Recovered Cases,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,22,3/17/2020,0,0
Tests,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,2711,3/17/2020,0,0
Confirmed Cases,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,94,3/16/2020,3,0
Deaths,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,2,3/16/2020,0,0
Recovered Cases,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,22,3/16/2020,0,0
Tests,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,2711,3/16/2020,0,0
Confirmed Cases,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,94,3/15/2020,3,0
Deaths,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,2,3/15/2020,0,0
Recovered Cases,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,22,3/15/2020,0,0
Tests,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,2711,3/15/2020,0,0
Confirmed Cases,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,94,3/14/2020,1,0
Deaths,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,2,3/14/2020,0,0
Recovered Cases,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,22,3/14/2020,0,0
Tests,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,2711,3/14/2020,0,0
Confirmed Cases,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,94,3/13/2020,1,0
Deaths,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,2,3/13/2020,0,0
Recovered Cases,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,22,3/13/2020,0,0
Tests,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,2711,3/13/2020,0,0
Confirmed Cases,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,94,3/12/2020,0,0
Deaths,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,2,3/12/2020,0,0
Recovered Cases,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,22,3/12/2020,0,0
Tests,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,2711,3/12/2020,0,0
Confirmed Cases,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,94,3/11/2020,0,0
Deaths,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,2,3/11/2020,0,0
Recovered Cases,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,22,3/11/2020,0,0
Tests,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,2711,3/11/2020,0,0
Confirmed Cases,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,94,3/10/2020,0,0
Deaths,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,2,3/10/2020,0,0
Recovered Cases,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,22,3/10/2020,0,0
Tests,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,2711,3/10/2020,0,0
Confirmed Cases,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,94,3/1/2020,0,0
Deaths,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,2,3/1/2020,0,0
Recovered Cases,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,22,3/1/2020,0,0
Tests,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,2711,3/1/2020,0,0
Confirmed Cases,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,94,2/9/2020,0,0
Deaths,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,2,2/9/2020,0,0
Recovered Cases,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,22,2/9/2020,0,0
Tests,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,2711,2/9/2020,0,0
Confirmed Cases,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,94,2/8/2020,0,0
Deaths,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,2,2/8/2020,0,0
Recovered Cases,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,22,2/8/2020,0,0
Tests,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,2711,2/8/2020,0,0
Confirmed Cases,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,94,2/7/2020,0,0
Deaths,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,2,2/7/2020,0,0
Recovered Cases,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,22,2/7/2020,0,0
Tests,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,2711,2/7/2020,0,0
Confirmed Cases,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,94,2/6/2020,0,0
Deaths,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,2,2/6/2020,0,0
Recovered Cases,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,22,2/6/2020,0,0
Tests,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,2711,2/6/2020,0,0
Confirmed Cases,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,94,2/5/2020,0,0
Deaths,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,2,2/5/2020,0,0
Recovered Cases,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,22,2/5/2020,0,0
Tests,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,2711,2/5/2020,0,0
Confirmed Cases,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,94,2/4/2020,0,0
Deaths,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,2,2/4/2020,0,0
Recovered Cases,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,22,2/4/2020,0,0
Tests,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,2711,2/4/2020,0,0
Confirmed Cases,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,94,2/3/2020,0,0
Deaths,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,2,2/3/2020,0,0
Recovered Cases,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,22,2/3/2020,0,0
Tests,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,2711,2/3/2020,0,0
Confirmed Cases,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,94,2/29/2020,0,0
Deaths,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,2,2/29/2020,0,0
Recovered Cases,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,22,2/29/2020,0,0
Tests,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,2711,2/29/2020,0,0
Confirmed Cases,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,94,2/28/2020,0,0
Deaths,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,2,2/28/2020,0,0
Recovered Cases,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,22,2/28/2020,0,0
Tests,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,2711,2/28/2020,0,0
Confirmed Cases,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,94,2/27/2020,0,0
Deaths,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,2,2/27/2020,0,0
Recovered Cases,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,22,2/27/2020,0,0
Tests,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,2711,2/27/2020,0,0
Confirmed Cases,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,94,2/26/2020,0,0
Deaths,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,2,2/26/2020,0,0
Recovered Cases,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,22,2/26/2020,0,0
Tests,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,2711,2/26/2020,0,0
Confirmed Cases,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,94,2/25/2020,0,0
Deaths,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,2,2/25/2020,0,0
Recovered Cases,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,22,2/25/2020,0,0
Tests,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,2711,2/25/2020,0,0
Confirmed Cases,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,94,2/24/2020,0,0
Deaths,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,2,2/24/2020,0,0
Recovered Cases,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,22,2/24/2020,0,0
Tests,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,2711,2/24/2020,0,0
Confirmed Cases,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,94,2/23/2020,0,0
Deaths,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,2,2/23/2020,0,0
Recovered Cases,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,22,2/23/2020,0,0
Tests,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,2711,2/23/2020,0,0
Confirmed Cases,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,94,2/22/2020,0,0
Deaths,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,2,2/22/2020,0,0
Recovered Cases,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,22,2/22/2020,0,0
Tests,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,2711,2/22/2020,0,0
Confirmed Cases,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,94,2/21/2020,0,0
Deaths,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,2,2/21/2020,0,0
Recovered Cases,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,22,2/21/2020,0,0
Tests,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,2711,2/21/2020,0,0
Confirmed Cases,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,94,2/20/2020,0,0
Deaths,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,2,2/20/2020,0,0
Recovered Cases,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,22,2/20/2020,0,0
Tests,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,2711,2/20/2020,0,0
Confirmed Cases,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,94,2/2/2020,0,0
Deaths,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,2,2/2/2020,0,0
Recovered Cases,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,22,2/2/2020,0,0
Tests,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,2711,2/2/2020,0,0
Confirmed Cases,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,94,2/19/2020,0,0
Deaths,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,2,2/19/2020,0,0
Recovered Cases,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,22,2/19/2020,0,0
Tests,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,2711,2/19/2020,0,0
Confirmed Cases,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,94,2/18/2020,0,0
Deaths,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,2,2/18/2020,0,0
Recovered Cases,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,22,2/18/2020,0,0
Tests,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,2711,2/18/2020,0,0
Confirmed Cases,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,94,2/17/2020,0,0
Deaths,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,2,2/17/2020,0,0
Recovered Cases,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,22,2/17/2020,0,0
Tests,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,2711,2/17/2020,0,0
Confirmed Cases,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,94,2/16/2020,0,0
Deaths,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,2,2/16/2020,0,0
Recovered Cases,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,22,2/16/2020,0,0
Tests,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,2711,2/16/2020,0,0
Confirmed Cases,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,94,2/15/2020,0,0
Deaths,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,2,2/15/2020,0,0
Recovered Cases,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,22,2/15/2020,0,0
Tests,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,2711,2/15/2020,0,0
Confirmed Cases,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,94,2/14/2020,0,0
Deaths,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,2,2/14/2020,0,0
Recovered Cases,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,22,2/14/2020,0,0
Tests,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,2711,2/14/2020,0,0
Confirmed Cases,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,94,2/13/2020,0,0
Deaths,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,2,2/13/2020,0,0
Recovered Cases,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,22,2/13/2020,0,0
Tests,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,2711,2/13/2020,0,0
Confirmed Cases,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,94,2/12/2020,0,0
Deaths,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,2,2/12/2020,0,0
Recovered Cases,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,22,2/12/2020,0,0
Tests,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,2711,2/12/2020,0,0
Confirmed Cases,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,94,2/11/2020,0,0
Deaths,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,2,2/11/2020,0,0
Recovered Cases,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,22,2/11/2020,0,0
Tests,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,2711,2/11/2020,0,0
Confirmed Cases,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,94,2/10/2020,0,0
Deaths,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,2,2/10/2020,0,0
Recovered Cases,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,22,2/10/2020,0,0
Tests,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,2711,2/10/2020,0,0
Confirmed Cases,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,94,2/1/2020,0,0
Deaths,,Kenya,KE,KEN,Eastern,"53,771,296",-0.0236,37.9062,POINT(37.9062 -0.0236),Africa,AF,Eastern Africa,Kenya,2,2/1/2020,0,0
